Target_genes	BHLHE40|Average	SRX2424487|293	SRX2424488|293	SRX150519|A549	SRX150509|GM12878	SRX3322985|GM12878	SRX3322986|GM12878	SRX6888831|HeLa	SRX6888832|HeLa	SRX6888833|HeLa	SRX6888834|HeLa	SRX100528|Hep_G2	SRX150645|Hep_G2	SRX2424662|IMR-90	SRX2424663|IMR-90	SRX15783135|Jurkat	SRX15783136|Jurkat	SRX15783137|Jurkat	SRX15783138|Jurkat	SRX19471788|Jurkat	SRX19471789|Jurkat	SRX19471796|Jurkat	SRX19471797|Jurkat	SRX150695|K-562	SRX359985|LoVo	STRING
MRO	11.208333	0	0	0	137	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0
MEDAG	11.208333	0	0	0	0	0	0	0	0	0	0	0	0	149	120	0	0	0	0	0	0	0	0	0	0	0
KLRC2	11.208333	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTR1	11.166667	0	0	0	0	0	0	0	0	0	0	0	132	136	0	0	0	0	0	0	0	0	0	0	0	0
SLC40A1	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0
OR2A14	11.166667	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0
OLIG2	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	173	0	0
NXF3	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0
KRTAP10-12	11.166667	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0
DRP2	11.166667	0	0	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0
ZFP42	11.125000	0	0	0	0	0	0	0	0	0	0	0	0	159	108	0	0	0	0	0	0	0	0	0	0	0
TMEM59L	11.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0
LRRC75A	11.125000	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0
GPM6B	11.125000	0	0	0	0	0	0	0	0	0	0	0	0	156	111	0	0	0	0	0	0	0	0	0	0	0
GFRA2	11.125000	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
FST	11.125000	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0
PHOSPHO1	11.083333	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
CCT8L2	11.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0
AKR1C2	11.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0
ACTL6B	11.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0
TDRD5	11.041667	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	108	0	0
RGS4	11.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0
PPIAL4F	11.041667	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	142	0	0	0	0
PPIAL4E	11.041667	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	142	0	0	0	0
PPIAL4D	11.041667	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	142	0	0	0	0
ATP11C	11.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	132	0	0
ZNF385C	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	166	0	0
LRTM1	11.000000	0	0	0	107	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR63	11.000000	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	60	0	0	0
DYSF	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	96	0	0	0	0
CPXM1	11.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	101	0	0	0
TRIM29	10.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0
TMEM125	10.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	123	0	0	0
SPACA4	10.958333	0	0	0	142	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REPS2	10.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0
PLK2	10.958333	0	0	0	0	121	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0
MAP2K4	10.958333	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLK12	10.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0
CACNA1D	10.958333	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLD2	10.916667	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0
PGBD1	10.916667	0	0	0	0	179	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD3L2B	10.916667	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0
HCLS1	10.916667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	141	0	0	0	0
CDCP2	10.916667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0
BHLHE22	10.916667	0	0	0	0	168	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIC2	10.875000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	148	0	0
WNK2	10.875000	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0
ULK1	10.875000	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0
TCAP	10.875000	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
MYEF2	10.875000	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0
CTXN2	10.875000	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0
COCH	10.875000	0	0	0	87	96	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C4orf36	10.875000	0	0	0	0	199	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM5	10.833333	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0
PPFIBP1	10.833333	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
MAGEB10	10.833333	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESM1	10.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	135	0	0	0	0
DGKB	10.833333	0	0	0	128	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0
CYP11B1	10.833333	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0
ACADS	10.833333	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE18	10.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0
SH2D1B	10.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0
RIMS1	10.791667	0	0	0	0	0	0	0	0	0	0	0	0	111	148	0	0	0	0	0	0	0	0	0	0	0
RGMA	10.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	126	0	0	0
PODXL	10.791667	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0
LRRCC1	10.791667	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	84	0	0	0
H1-8	10.791667	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0
ZPBP	10.750000	0	0	0	88	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA48	10.750000	0	0	0	88	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HDDC2	10.750000	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0
ZNF71	10.708333	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0
TNP2	10.708333	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
PTHLH	10.708333	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0
PLS3	10.708333	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
OPCML	10.708333	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
GRIA2	10.708333	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	0	0	0	0	0	0	0	0	0	0
CALHM5	10.708333	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	73	0	0
SEPTIN12	10.666667	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IL15	10.666667	0	0	0	112	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFCC1	10.666667	0	0	0	0	107	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0
ADGRE2	10.666667	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0
TDRP	10.625000	0	0	0	0	0	0	0	0	0	0	0	116	139	0	0	0	0	0	0	0	0	0	0	0	0
SEMA3F	10.625000	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MN1	10.625000	0	0	0	0	0	0	0	0	0	0	0	141	114	0	0	0	0	0	0	0	0	0	0	0	0
INHBB	10.625000	0	0	0	0	0	0	0	0	0	0	0	144	111	0	0	0	0	0	0	0	0	0	0	0	0
GABRA4	10.625000	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPRSS4	10.583333	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	132	0	0
TIMP4	10.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0
RBBP9	10.583333	0	0	0	0	156	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0
MTCP1	10.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	76	0	0
CMC4	10.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	76	0	0
BRCC3	10.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	76	0	0
STRA6	10.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	147	0	0
SPEF2	10.541667	0	0	0	0	122	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0
MED6	10.541667	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
KRTAP10-1	10.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0
CRIP3	10.541667	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPA4	10.541667	0	0	0	0	0	0	0	0	0	0	0	0	146	107	0	0	0	0	0	0	0	0	0	0	0
WNT4	10.500000	0	0	0	88	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRARP	10.500000	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
SPATA6	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA11	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0
GYS2	10.500000	0	0	0	107	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C7orf31	10.500000	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0
BPIFC	10.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0
ZNF649	10.458333	0	0	0	78	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0
RBMS2	10.458333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	114	0	0	0	0
SLC10A2	10.416667	0	0	0	178	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G3	10.416667	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	149	0	0
IAPP	10.416667	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	144	0	0
HTR3D	10.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0
GRIP2	10.416667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0
EBLN2	10.416667	0	0	0	132	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0
VAMP3	10.375000	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TREH	10.375000	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	156	0	0
SOX2	10.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	127	0	0	0	0	0
MAFB	10.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	181	0	0	0	0
FUNDC1	10.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	113	0	0	0	0
AFAP1L1	10.375000	0	0	0	160	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0
ZNF665	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0
SLC6A8	10.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0
MAP2	10.333333	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	117	0	0	0	0
IFNA6	10.333333	0	0	0	143	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOMER2	10.333333	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGL2	10.333333	0	0	0	143	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B4	10.291667	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0
UBAP1L	10.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	108	0	0
MT1HL1	10.291667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0
ARL11	10.291667	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
APBA1	10.291667	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0
AMBP	10.291667	0	0	0	128	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0
XKR6	10.250000	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPO11	10.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0
SERPINA5	10.250000	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH7	10.250000	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD18	10.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0
ABCB11	10.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0
TBX18	10.208333	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
RNF186	10.208333	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0
MYOC	10.208333	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0
CRYBA4	10.208333	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTK	10.166667	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0
HELLS	10.166667	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0
F2	10.166667	0	0	0	0	0	0	0	0	0	0	0	128	116	0	0	0	0	0	0	0	0	0	0	0	0
CHST5	10.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0
ZNF583	10.125000	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0
ZNF254	10.125000	0	0	0	125	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF175	10.125000	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0
REP15	10.125000	0	0	0	105	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10AD1	10.125000	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0
IL20	10.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0
HPDL	10.125000	0	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEBPD	10.125000	0	0	0	114	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMP	10.125000	0	0	0	76	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf88	10.125000	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0
SAMD9	10.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	111	0	0	0	0	0
MUC21	10.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0
MGAM2	10.083333	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT83	10.083333	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0
FOXR1	10.083333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0
CALHM2	10.083333	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCEA3	10.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	160	0	0
SLC45A2	10.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0
LRRC49	10.041667	0	0	0	117	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0
LARP6	10.041667	0	0	0	117	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0
KCNQ2	10.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0
FGF23	10.041667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0
SLC8A1	10.000000	0	0	0	117	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0
SLC6A7	10.000000	0	0	0	0	0	0	0	0	0	0	0	156	84	0	0	0	0	0	0	0	0	0	0	0	0
MAVS	10.000000	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0
VWDE	9.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0
HRH3	9.958333	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
FNDC1	9.958333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0
DNASE2B	9.958333	0	0	0	99	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0
ZNF81	9.916667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	123	0	0	0	0
GBP6	9.916667	0	0	0	115	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0
CDH2	9.916667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	114	0	0	0	0
APOL4	9.916667	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0
ADCY2	9.916667	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0
PHLPP2	9.875000	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNRIP1	9.875000	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0
TXLNG	9.833333	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	119	0	0	0	0
NTN1	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	117	0	0	0	0
MLYCD	9.833333	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
GIMAP5	9.833333	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	121	0	0	0	0
ABCG2	9.833333	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	129	0	0	0	0
WRN	9.791667	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0
TXNDC2	9.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0
TOX	9.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0
SAMHD1	9.791667	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0
PURG	9.791667	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0
PDZRN3	9.791667	0	0	0	0	0	0	0	0	0	0	0	0	96	139	0	0	0	0	0	0	0	0	0	0	0
MPL	9.791667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0
ZNF648	9.750000	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0
OR2AG2	9.750000	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR14J1	9.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0
NAIP	9.750000	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABBR1	9.750000	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0
SLC8A3	9.708333	0	0	0	0	88	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K15	9.708333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	124	0	0	0	0
SLC22A15	9.666667	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRP2	9.666667	0	0	0	115	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0
MYT1	9.666667	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0
ERICH6	9.666667	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
CACNA2D1	9.666667	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUB	9.625000	0	0	0	107	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0
TTC22	9.625000	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0
TNFAIP6	9.625000	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0
SNAP91	9.625000	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LEXM	9.625000	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0
FCN2	9.625000	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM179	9.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0
PTGIS	9.583333	0	0	0	0	0	0	0	0	0	0	0	0	126	104	0	0	0	0	0	0	0	0	0	0	0
PHKA1	9.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0
IL20RB	9.583333	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0
C7	9.583333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0
ZNF155	9.541667	0	0	0	164	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A47	9.541667	0	0	0	88	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGA5	9.541667	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0
NPY4R2	9.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	105	0	0	0
NPY4R	9.541667	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	105	0	0	0
NEUROG1	9.541667	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0
NEU2	9.541667	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0
DES	9.541667	0	0	0	0	0	0	0	0	0	0	0	0	113	116	0	0	0	0	0	0	0	0	0	0	0
SMR3B	9.500000	0	0	0	127	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
